Game_Date,Game_Number,Day_of_Week,Visiting_Team,Visiting_League,Visiting_Game_Number,Home_Team,Home_League,Home_Game_Number,Visiting_Score,Home_Score,Game_Length,Day_Night
20210526,0,Wed,CLE,AL,47,DET,AL,49,0,1,51,N
20210527,0,Thu,CLE,AL,48,DET,AL,50,5,2,54,D
20210813,0,Fri,CLE,AL,114,DET,AL,118,7,4,54,N
20210814,0,Sat,CLE,AL,115,DET,AL,119,4,6,51,N
20210815,0,Sun,CLE,AL,116,DET,AL,120,11,0,54,D
20210719,0,Mon,CLE,AL,91,HOU,AL,95,3,4,51,N
20210720,0,Tue,CLE,AL,92,HOU,AL,96,3,9,51,N
20210721,0,Wed,CLE,AL,93,HOU,AL,97,5,4,54,N
20210503,0,Mon,CLE,AL,27,KCA,AL,27,8,6,54,N
20210504,0,Tue,CLE,AL,28,KCA,AL,28,7,3,54,N
20210505,0,Wed,CLE,AL,29,KCA,AL,29,5,4,54,N
20210506,0,Thu,CLE,AL,30,KCA,AL,30,4,0,54,D
20210831,0,Tue,CLE,AL,129,KCA,AL,131,7,2,54,N
20210901,0,Wed,CLE,AL,130,KCA,AL,132,5,3,66,N
20210902,0,Thu,CLE,AL,131,KCA,AL,133,4,2,54,N
20210928,0,Tue,CLE,AL,157,KCA,AL,157,4,6,51,N
20210929,0,Wed,CLE,AL,158,KCA,AL,158,5,10,51,N
20210930,0,Thu,CLE,AL,159,KCA,AL,159,6,1,54,N
20210624,0,Thu,CLE,AL,72,MIN,AL,74,4,1,54,N
20210625,0,Fri,CLE,AL,73,MIN,AL,75,7,8,51,N
20210627,0,Sun,CLE,AL,74,MIN,AL,76,2,8,51,D
20210816,0,Mon,CLE,AL,117,MIN,AL,119,4,5,59,N
20210817,0,Tue,CLE,AL,118,MIN,AL,120,3,1,54,N
20210818,0,Wed,CLE,AL,119,MIN,AL,121,7,8,64,D
20210914,1,Tue,CLE,AL,142,MIN,AL,145,3,1,42,D
20210914,2,Tue,CLE,AL,143,MIN,AL,146,3,6,39,N
20210915,0,Wed,CLE,AL,144,MIN,AL,147,12,3,54,N
20210917,0,Fri,CLE,AL,145,NYA,AL,148,0,8,51,N
20210918,0,Sat,CLE,AL,146,NYA,AL,149,11,3,54,D
20210919,0,Sun,CLE,AL,147,NYA,AL,150,11,1,54,D
20210716,0,Fri,CLE,AL,88,OAK,AL,93,4,5,52,N
20210717,0,Sat,CLE,AL,89,OAK,AL,94,3,2,54,D
20210718,0,Sun,CLE,AL,90,OAK,AL,95,4,2,54,D
20210618,0,Fri,CLE,AL,67,PIT,NL,68,10,11,51,N
20210619,0,Sat,CLE,AL,68,PIT,NL,69,3,6,51,D
20210620,0,Sun,CLE,AL,69,PIT,NL,70,2,1,54,D
20210513,0,Thu,CLE,AL,35,SEA,AL,38,4,2,54,N
20210514,0,Fri,CLE,AL,36,SEA,AL,39,3,7,51,N
20210515,0,Sat,CLE,AL,37,SEA,AL,40,3,7,51,N
20210516,0,Sun,CLE,AL,38,SEA,AL,41,2,3,51,D
20210608,0,Tue,CLE,AL,58,SLN,NL,61,10,1,54,N
20210609,0,Wed,CLE,AL,59,SLN,NL,62,2,8,51,N
20210705,0,Mon,CLE,AL,82,TBA,AL,85,8,9,51,N
20210707,1,Wed,CLE,AL,83,TBA,AL,86,1,8,39,D
20210707,2,Wed,CLE,AL,84,TBA,AL,87,0,4,39,N
20211001,0,Fri,CLE,AL,160,TEX,AL,160,9,6,54,N
20211002,0,Sat,CLE,AL,161,TEX,AL,161,2,7,51,N
20211003,0,Sun,CLE,AL,162,TEX,AL,162,6,0,54,D
20210802,0,Mon,CLE,AL,103,TOR,AL,103,5,2,60,D
20210803,0,Tue,CLE,AL,104,TOR,AL,104,2,7,51,N
20210804,0,Wed,CLE,AL,105,TOR,AL,105,6,8,51,N
20210805,0,Thu,CLE,AL,106,TOR,AL,106,0,3,51,N
20210726,0,Mon,COL,NL,100,ANA,AL,99,2,6,51,N
20210727,0,Tue,COL,NL,101,ANA,AL,100,12,3,54,N
20210728,0,Wed,COL,NL,102,ANA,AL,101,7,8,51,N
20210429,0,Thu,COL,NL,25,ARI,NL,25,3,5,51,N
20210430,0,Fri,COL,NL,26,ARI,NL,26,2,7,51,N
20210501,0,Sat,COL,NL,27,ARI,NL,27,14,6,54,N
20210502,0,Sun,COL,NL,28,ARI,NL,28,4,8,51,D
20210706,0,Tue,COL,NL,86,ARI,NL,87,3,4,52,N
20210707,0,Wed,COL,NL,87,ARI,NL,88,4,6,51,N
20210708,0,Thu,COL,NL,88,ARI,NL,89,9,3,54,D
20211001,0,Fri,COL,NL,159,ARI,NL,160,9,7,54,N
20211002,0,Sat,COL,NL,160,ARI,NL,161,2,11,51,N
20211003,0,Sun,COL,NL,161,ARI,NL,162,4,5,53,D
20210914,0,Tue,COL,NL,145,ATL,NL,144,5,4,54,N
20210915,0,Wed,COL,NL,146,ATL,NL,145,3,2,60,N
20210823,0,Mon,COL,NL,125,CHN,NL,127,4,6,52,N
20210825,1,Wed,COL,NL,126,CHN,NL,128,2,5,39,D
20210825,2,Wed,COL,NL,127,CHN,NL,129,13,10,60,N
20210611,0,Fri,COL,NL,64,CIN,NL,61,5,11,51,N
20210612,0,Sat,COL,NL,65,CIN,NL,62,3,10,51,D
20210613,0,Sun,COL,NL,66,CIN,NL,63,2,6,51,D
20210810,0,Tue,COL,NL,113,HOU,AL,113,0,5,51,N
20210811,0,Wed,COL,NL,114,HOU,AL,114,1,5,51,D
20210413,0,Tue,COL,NL,11,LAN,NL,11,0,7,51,N
20210414,0,Wed,COL,NL,12,LAN,NL,12,2,4,51,N
20210415,0,Thu,COL,NL,13,LAN,NL,13,5,7,51,N
20210723,0,Fri,COL,NL,97,LAN,NL,99,9,6,60,N
20210724,0,Sat,COL,NL,98,LAN,NL,100,0,1,51,N
20210725,0,Sun,COL,NL,99,LAN,NL,101,2,3,51,D
20210827,0,Fri,COL,NL,128,LAN,NL,129,4,2,54,N
20210828,0,Sat,COL,NL,129,LAN,NL,130,2,5,51,N
20210829,0,Sun,COL,NL,130,LAN,NL,131,5,0,54,D
20210608,0,Tue,COL,NL,61,MIA,NL,61,2,6,51,N
20210609,0,Wed,COL,NL,62,MIA,NL,62,4,3,54,N
20210610,0,Thu,COL,NL,63,MIA,NL,63,4,11,51,N
20210625,0,Fri,COL,NL,76,MIL,NL,76,4,5,64,D
20210626,0,Sat,COL,NL,77,MIL,NL,77,4,10,51,D
20210627,0,Sun,COL,NL,78,MIL,NL,78,0,5,51,D
20210524,0,Mon,COL,NL,48,NYN,NL,42,3,2,54,N
20210525,0,Tue,COL,NL,49,NYN,NL,43,1,3,51,N
20210527,1,Thu,COL,NL,50,NYN,NL,44,0,1,39,D
20210527,2,Thu,COL,NL,51,NYN,NL,45,2,4,39,N
20210909,0,Thu,COL,NL,141,PHI,NL,140,4,3,54,N
20210910,0,Fri,COL,NL,142,PHI,NL,141,11,2,54,N
20210911,0,Sat,COL,NL,143,PHI,NL,142,1,6,51,N
20210912,0,Sun,COL,NL,144,PHI,NL,143,5,4,54,D
20210529,1,Sat,COL,NL,52,PIT,NL,50,0,7,39,D
20210529,2,Sat,COL,NL,53,PIT,NL,51,0,4,39,D
20210530,0,Sun,COL,NL,54,PIT,NL,52,4,3,54,D
20210517,0,Mon,COL,NL,42,SDN,NL,42,0,7,51,N
20210518,0,Tue,COL,NL,43,SDN,NL,43,1,2,58,N
20210519,0,Wed,COL,NL,44,SDN,NL,44,0,3,51,D
20210709,0,Fri,COL,NL,89,SDN,NL,91,2,4,51,N
20210710,0,Sat,COL,NL,90,SDN,NL,92,3,0,54,N
20210711,0,Sun,COL,NL,91,SDN,NL,93,3,1,54,D
20210729,0,Thu,COL,NL,103,SDN,NL,106,0,3,51,N
20210730,0,Fri,COL,NL,104,SDN,NL,107,9,4,54,N
20210731,0,Sat,COL,NL,105,SDN,NL,108,5,3,54,N
20210801,0,Sun,COL,NL,106,SDN,NL,109,1,8,51,D
20210622,0,Tue,COL,NL,74,SEA,AL,75,1,2,51,N
20210623,0,Wed,COL,NL,75,SEA,AL,76,5,2,54,D
20210409,0,Fri,COL,NL,8,SFN,NL,7,1,3,51,D
20210410,0,Sat,COL,NL,9,SFN,NL,8,3,4,51,D
20210411,0,Sun,COL,NL,10,SFN,NL,9,0,4,51,D
20210426,0,Mon,COL,NL,22,SFN,NL,23,0,12,51,N
20210427,0,Tue,COL,NL,23,SFN,NL,24,7,5,60,N
20210428,0,Wed,COL,NL,24,SFN,NL,25,3,7,51,N
20210812,0,Thu,COL,NL,115,SFN,NL,115,0,7,51,N
20210813,0,Fri,COL,NL,116,SFN,NL,116,4,5,51,N
20210814,0,Sat,COL,NL,117,SFN,NL,117,4,1,54,N
20210815,0,Sun,COL,NL,118,SFN,NL,118,2,5,51,D
20210507,0,Fri,COL,NL,32,SLN,NL,33,0,5,51,N
20210508,0,Sat,COL,NL,33,SLN,NL,34,8,9,51,D
20210509,0,Sun,COL,NL,34,SLN,NL,35,0,2,51,D
20210830,0,Mon,COL,NL,131,TEX,AL,131,3,4,51,N
20210831,0,Tue,COL,NL,132,TEX,AL,132,3,4,51,N
20210901,0,Wed,COL,NL,133,TEX,AL,133,9,5,54,D
20210917,0,Fri,COL,NL,147,WAS,NL,147,9,8,54,N
20210918,0,Sat,COL,NL,148,WAS,NL,148,6,0,54,D
20210919,0,Sun,COL,NL,149,WAS,NL,149,0,3,51,D
20210617,0,Thu,DET,AL,69,ANA,AL,69,5,7,51,N
20210618,0,Fri,DET,AL,70,ANA,AL,70,3,11,51,N
20210619,0,Sat,DET,AL,71,ANA,AL,71,3,8,51,N
20210620,0,Sun,DET,AL,72,ANA,AL,72,5,3,60,D
20210810,0,Tue,DET,AL,115,BAL,AL,111,9,4,54,N
20210811,0,Wed,DET,AL,116,BAL,AL,112,5,2,54,N
20210812,0,Thu,DET,AL,117,BAL,AL,113,6,4,54,D
20210504,0,Tue,DET,AL,30,BOS,AL,30,7,11,51,N
20210505,0,Wed,DET,AL,31,BOS,AL,31,6,5,60,N
20210506,0,Thu,DET,AL,32,BOS,AL,32,9,12,51,D
20210427,0,Tue,DET,AL,24,CHA,AL,22,5,2,54,N
20210429,1,Thu,DET,AL,25,CHA,AL,23,1,3,39,D
20210429,2,Thu,DET,AL,26,CHA,AL,24,0,11,39,N
20210603,0,Thu,DET,AL,56,CHA,AL,56,1,4,51,N
20210604,0,Fri,DET,AL,57,CHA,AL,57,8,9,51,N
20210605,0,Sat,DET,AL,58,CHA,AL,58,4,3,54,D
20210606,0,Sun,DET,AL,59,CHA,AL,59,0,3,51,D
20211001,0,Fri,DET,AL,160,CHA,AL,160,1,8,51,N
20211002,0,Sat,DET,AL,161,CHA,AL,161,4,5,51,N
20211003,0,Sun,DET,AL,162,CHA,AL,162,5,2,54,D
20210903,0,Fri,DET,AL,136,CIN,NL,136,15,5,54,N
20210904,0,Sat,DET,AL,137,CIN,NL,137,4,7,51,N
20210905,0,Sun,DET,AL,138,CIN,NL,138,4,1,54,D
20210409,0,Fri,DET,AL,7,CLE,AL,6,1,4,51,N
20210410,0,Sat,DET,AL,8,CLE,AL,7,3,11,51,N
20210411,0,Sun,DET,AL,9,CLE,AL,8,2,5,51,D
20210628,0,Mon,DET,AL,79,CLE,AL,75,5,13,51,N
20210630,1,Wed,DET,AL,80,CLE,AL,76,9,4,42,D
20210630,2,Wed,DET,AL,81,CLE,AL,77,7,1,42,N
20210806,0,Fri,DET,AL,112,CLE,AL,107,1,6,51,N
20210807,0,Sat,DET,AL,113,CLE,AL,108,2,1,54,N
20210808,0,Sun,DET,AL,114,CLE,AL,109,5,7,51,D
20210412,0,Mon,DET,AL,10,HOU,AL,10,6,2,54,N
20210413,0,Tue,DET,AL,11,HOU,AL,11,8,2,54,N
20210414,0,Wed,DET,AL,12,HOU,AL,12,6,4,54,N
20210521,0,Fri,DET,AL,44,KCA,AL,43,7,5,54,N
20210522,0,Sat,DET,AL,45,KCA,AL,44,5,7,51,D
20210523,0,Sun,DET,AL,46,KCA,AL,45,2,3,51,D
20210614,0,Mon,DET,AL,66,KCA,AL,65,10,3,54,N
20210615,0,Tue,DET,AL,67,KCA,AL,66,4,3,54,N
20210616,0,Wed,DET,AL,68,KCA,AL,67,6,5,54,D
20210723,0,Fri,DET,AL,99,KCA,AL,95,3,5,51,N
20210724,0,Sat,DET,AL,100,KCA,AL,96,8,9,51,N
20210725,0,Sun,DET,AL,101,KCA,AL,97,1,6,51,D
20210531,0,Mon,DET,AL,54,MIL,NL,54,2,3,58,D
20210601,0,Tue,DET,AL,55,MIL,NL,55,10,7,54,N
20210708,0,Thu,DET,AL,88,MIN,AL,86,3,5,51,N
20210709,0,Fri,DET,AL,89,MIN,AL,87,2,4,51,N
20210710,0,Sat,DET,AL,90,MIN,AL,88,4,9,51,D
20210711,0,Sun,DET,AL,91,MIN,AL,89,9,12,58,D
20210726,0,Mon,DET,AL,102,MIN,AL,101,5,6,59,N
20210727,0,Tue,DET,AL,103,MIN,AL,102,6,5,66,N
20210728,0,Wed,DET,AL,104,MIN,AL,103,17,14,54,D
20210928,0,Tue,DET,AL,157,MIN,AL,157,2,3,51,N
20210929,0,Wed,DET,AL,158,MIN,AL,158,2,5,51,N
20210930,0,Thu,DET,AL,159,MIN,AL,159,10,7,54,N
20210430,0,Fri,DET,AL,27,NYA,AL,26,0,10,51,N
20210501,0,Sat,DET,AL,28,NYA,AL,27,4,6,51,D
20210502,0,Sun,DET,AL,29,NYA,AL,28,0,2,51,D
20210415,0,Thu,DET,AL,13,OAK,AL,13,4,8,51,N
20210416,0,Fri,DET,AL,14,OAK,AL,14,0,3,51,N
20210417,0,Sat,DET,AL,15,OAK,AL,15,0,7,51,D
20210418,0,Sun,DET,AL,16,OAK,AL,16,2,3,53,D
20210906,0,Mon,DET,AL,139,PIT,NL,138,3,6,51,D
20210907,0,Tue,DET,AL,140,PIT,NL,139,2,3,51,N
20210908,0,Wed,DET,AL,141,PIT,NL,140,5,1,54,N
20210517,0,Mon,DET,AL,41,SEA,AL,42,4,1,54,N
20210518,0,Tue,DET,AL,42,SEA,AL,43,5,0,54,N
20210519,0,Wed,DET,AL,43,SEA,AL,44,6,2,54,N
20210824,0,Tue,DET,AL,127,SLN,NL,124,4,3,54,N
20210825,0,Wed,DET,AL,128,SLN,NL,125,2,3,59,D
20210916,0,Thu,DET,AL,147,TBA,AL,147,2,5,51,N
20210917,0,Fri,DET,AL,148,TBA,AL,148,4,7,57,N
20210918,0,Sat,DET,AL,149,TBA,AL,149,4,3,54,D
20210919,0,Sun,DET,AL,150,TBA,AL,150,2,0,54,D
20210705,0,Mon,DET,AL,85,TEX,AL,85,7,3,54,N
20210706,0,Tue,DET,AL,86,TEX,AL,86,5,10,51,N
20210707,0,Wed,DET,AL,87,TEX,AL,87,5,3,54,D
20210820,0,Fri,DET,AL,124,TOR,AL,120,4,1,60,N
20210821,0,Sat,DET,AL,125,TOR,AL,121,0,3,51,D
20210822,0,Sun,DET,AL,126,TOR,AL,122,5,3,66,D
20210405,0,Mon,HOU,AL,5,ANA,AL,5,6,7,51,N
20210406,0,Tue,HOU,AL,6,ANA,AL,6,4,2,54,D
20210813,0,Fri,HOU,AL,115,ANA,AL,117,4,1,54,N
20210814,0,Sat,HOU,AL,116,ANA,AL,118,8,2,54,N
20210815,0,Sun,HOU,AL,117,ANA,AL,119,1,3,51,D
20210920,0,Mon,HOU,AL,150,ANA,AL,150,10,0,54,N
20210921,0,Tue,HOU,AL,151,ANA,AL,151,10,5,54,N
20210922,0,Wed,HOU,AL,152,ANA,AL,152,9,5,72,N
20210923,0,Thu,HOU,AL,153,ANA,AL,153,2,3,51,N
20210621,0,Mon,HOU,AL,72,BAL,AL,72,10,2,54,N
20210622,0,Tue,HOU,AL,73,BAL,AL,73,3,1,54,N
20210623,0,Wed,HOU,AL,74,BAL,AL,74,13,0,54,N
20210608,0,Tue,HOU,AL,60,BOS,AL,61,7,1,54,N
20210609,0,Wed,HOU,AL,61,BOS,AL,62,8,3,54,N
20210610,0,Thu,HOU,AL,62,BOS,AL,63,8,12,51,N
20210716,0,Fri,HOU,AL,92,CHA,AL,90,7,1,54,N
20210717,0,Sat,HOU,AL,93,CHA,AL,91,1,10,51,N
20210718,0,Sun,HOU,AL,94,CHA,AL,92,0,4,51,D
20210701,0,Thu,HOU,AL,82,CLE,AL,78,7,2,54,N
20210702,0,Fri,HOU,AL,83,CLE,AL,79,6,3,54,N
20210703,0,Sat,HOU,AL,84,CLE,AL,80,3,2,54,N
20210704,0,Sun,HOU,AL,85,CLE,AL,81,4,3,60,D
20210420,0,Tue,HOU,AL,16,COL,NL,17,2,6,51,N
20210421,0,Wed,HOU,AL,17,COL,NL,18,3,6,51,D
20210624,0,Thu,HOU,AL,75,DET,AL,75,12,3,54,N
20210626,1,Sat,HOU,AL,76,DET,AL,76,1,3,39,D
20210626,2,Sat,HOU,AL,77,DET,AL,77,3,2,42,N
20210627,0,Sun,HOU,AL,78,DET,AL,78,1,2,58,D
20210816,0,Mon,HOU,AL,118,KCA,AL,117,6,7,51,N
20210817,0,Tue,HOU,AL,119,KCA,AL,118,1,3,51,N
20210818,0,Wed,HOU,AL,120,KCA,AL,119,2,3,51,N
20210819,0,Thu,HOU,AL,121,KCA,AL,120,6,3,60,D
20210803,0,Tue,HOU,AL,107,LAN,NL,108,3,0,54,N
20210804,0,Wed,HOU,AL,108,LAN,NL,109,5,7,51,N
20210611,0,Fri,HOU,AL,63,MIN,AL,63,6,4,54,N
20210612,0,Sat,HOU,AL,64,MIN,AL,64,2,5,51,N
20210613,0,Sun,HOU,AL,65,MIN,AL,65,14,3,54,D
20210504,0,Tue,HOU,AL,29,NYA,AL,29,3,7,51,N
20210505,0,Wed,HOU,AL,30,NYA,AL,30,3,6,51,N
20210506,0,Thu,HOU,AL,31,NYA,AL,31,7,4,54,D
20210401,0,Thu,HOU,AL,1,OAK,AL,1,8,1,54,N
20210402,0,Fri,HOU,AL,2,OAK,AL,2,9,5,54,N
20210403,0,Sat,HOU,AL,3,OAK,AL,3,9,1,54,D
20210404,0,Sun,HOU,AL,4,OAK,AL,4,9,2,54,D
20210518,0,Tue,HOU,AL,42,OAK,AL,43,5,6,53,N
20210519,0,Wed,HOU,AL,43,OAK,AL,44,8,1,54,N
20210520,0,Thu,HOU,AL,44,OAK,AL,45,8,4,54,D
20210924,0,Fri,HOU,AL,154,OAK,AL,154,2,14,51,N
20210925,0,Sat,HOU,AL,155,OAK,AL,155,1,2,52,D
20210926,0,Sun,HOU,AL,156,OAK,AL,156,3,4,52,D
20210903,0,Fri,HOU,AL,134,SDN,NL,136,6,3,54,N
20210904,0,Sat,HOU,AL,135,SDN,NL,137,2,10,51,N
20210905,0,Sun,HOU,AL,136,SDN,NL,138,3,4,52,D
20210416,0,Fri,HOU,AL,13,SEA,AL,14,5,6,51,N
20210417,0,Sat,HOU,AL,14,SEA,AL,15,1,0,54,N
20210418,0,Sun,HOU,AL,15,SEA,AL,16,2,7,51,D
20210726,0,Mon,HOU,AL,101,SEA,AL,101,8,11,51,N
20210727,0,Tue,HOU,AL,102,SEA,AL,102,8,6,54,N
20210728,0,Wed,HOU,AL,103,SEA,AL,103,11,4,54,D
20210830,0,Mon,HOU,AL,131,SEA,AL,132,4,3,54,N
20210831,0,Tue,HOU,AL,132,SEA,AL,133,0,4,51,N
20210901,0,Wed,HOU,AL,133,SEA,AL,134,0,1,51,D
20210730,0,Fri,HOU,AL,104,SFN,NL,103,9,6,54,N
20210731,0,Sat,HOU,AL,105,SFN,NL,104,6,8,51,D
20210801,0,Sun,HOU,AL,106,SFN,NL,105,3,5,51,D
20210430,0,Fri,HOU,AL,26,TBA,AL,27,9,2,54,N
20210501,0,Sat,HOU,AL,27,TBA,AL,28,3,1,54,D
20210502,0,Sun,HOU,AL,28,TBA,AL,29,4,5,51,D
20210521,0,Fri,HOU,AL,45,TEX,AL,47,5,7,59,N
20210522,0,Sat,HOU,AL,46,TEX,AL,48,4,8,51,D
20210523,0,Sun,HOU,AL,47,TEX,AL,49,2,3,58,D
20210827,0,Fri,HOU,AL,128,TEX,AL,128,5,4,54,N
20210828,0,Sat,HOU,AL,129,TEX,AL,129,5,2,54,N
20210829,0,Sun,HOU,AL,130,TEX,AL,130,2,13,51,D
20210913,0,Mon,HOU,AL,143,TEX,AL,143,15,1,54,N
20210914,0,Tue,HOU,AL,144,TEX,AL,144,1,8,51,N
20210915,0,Wed,HOU,AL,145,TEX,AL,145,7,2,54,N
20210916,0,Thu,HOU,AL,146,TEX,AL,146,12,1,54,N
20210604,0,Fri,HOU,AL,57,TOR,AL,55,13,1,54,N
20210605,0,Sat,HOU,AL,58,TOR,AL,56,2,6,51,D
20210606,0,Sun,HOU,AL,59,TOR,AL,57,6,3,54,D
20210607,0,Mon,KCA,AL,58,ANA,AL,60,3,8,51,N
20210608,0,Tue,KCA,AL,59,ANA,AL,61,1,8,51,N
20210609,0,Wed,KCA,AL,60,ANA,AL,62,1,6,51,N
20210906,0,Mon,KCA,AL,137,BAL,AL,136,3,2,54,D
20210907,0,Tue,KCA,AL,138,BAL,AL,137,3,7,51,N
20210908,0,Wed,KCA,AL,139,BAL,AL,138,8,9,51,N
20210909,0,Thu,KCA,AL,140,BAL,AL,139,6,0,54,N
20210628,0,Mon,KCA,AL,77,BOS,AL,79,5,6,51,N
20210629,0,Tue,KCA,AL,78,BOS,AL,80,6,7,51,N
20210630,0,Wed,KCA,AL,79,BOS,AL,81,2,6,51,N
20210701,0,Thu,KCA,AL,80,BOS,AL,82,1,15,51,D
20210408,0,Thu,KCA,AL,6,CHA,AL,8,0,6,51,D
20210411,0,Sun,KCA,AL,7,CHA,AL,9,4,3,60,D
20210514,1,Fri,KCA,AL,37,CHA,AL,36,6,2,42,D
20210514,2,Fri,KCA,AL,38,CHA,AL,37,1,3,39,N
20210515,0,Sat,KCA,AL,39,CHA,AL,38,5,1,54,N
20210516,0,Sun,KCA,AL,40,CHA,AL,39,3,4,53,D
20210803,0,Tue,KCA,AL,105,CHA,AL,107,1,7,51,N
20210804,0,Wed,KCA,AL,106,CHA,AL,108,9,1,54,N
20210805,0,Thu,KCA,AL,107,CHA,AL,109,3,2,54,N
20210820,0,Fri,KCA,AL,121,CHN,NL,124,6,2,54,D
20210821,0,Sat,KCA,AL,122,CHN,NL,125,4,2,54,D
20210822,0,Sun,KCA,AL,123,CHN,NL,126,9,1,54,D
20210405,0,Mon,KCA,AL,4,CLE,AL,4,3,0,54,D
20210407,0,Wed,KCA,AL,5,CLE,AL,5,2,4,51,D
20210708,0,Thu,KCA,AL,87,CLE,AL,85,4,7,53,N
20210709,0,Fri,KCA,AL,88,CLE,AL,86,1,2,51,N
20210710,0,Sat,KCA,AL,89,CLE,AL,87,6,14,51,N
20210920,1,Mon,KCA,AL,150,CLE,AL,148,7,2,42,D
20210920,2,Mon,KCA,AL,151,CLE,AL,149,4,2,42,N
20210921,0,Tue,KCA,AL,152,CLE,AL,150,1,4,51,N
20210927,0,Mon,KCA,AL,156,CLE,AL,156,3,8,51,D
20210423,0,Fri,KCA,AL,18,DET,AL,20,6,2,54,N
20210424,0,Sat,KCA,AL,19,DET,AL,21,2,1,54,D
20210425,0,Sun,KCA,AL,20,DET,AL,22,4,0,54,D
20210426,0,Mon,KCA,AL,21,DET,AL,23,3,2,54,D
20210511,0,Tue,KCA,AL,34,DET,AL,35,7,8,53,N
20210512,0,Wed,KCA,AL,35,DET,AL,36,2,4,51,N
20210513,0,Thu,KCA,AL,36,DET,AL,37,3,4,51,D
20210924,0,Fri,KCA,AL,153,DET,AL,153,3,1,54,N
20210925,0,Sat,KCA,AL,154,DET,AL,154,1,5,51,N
20210926,0,Sun,KCA,AL,155,DET,AL,155,2,1,54,D
20210823,0,Mon,KCA,AL,124,HOU,AL,125,7,1,54,N
20210824,0,Tue,KCA,AL,125,HOU,AL,126,0,4,51,N
20210825,0,Wed,KCA,AL,126,HOU,AL,127,5,6,58,D
20210720,0,Tue,KCA,AL,93,MIL,NL,96,5,2,54,D
20210721,0,Wed,KCA,AL,94,MIL,NL,97,6,3,54,D
20210430,0,Fri,KCA,AL,24,MIN,AL,24,1,9,51,N
20210501,0,Sat,KCA,AL,25,MIN,AL,25,11,3,54,D
20210502,0,Sun,KCA,AL,26,MIN,AL,26,4,13,51,D
20210528,0,Fri,KCA,AL,49,MIN,AL,50,8,3,54,N
20210529,0,Sat,KCA,AL,50,MIN,AL,51,5,6,51,D
20210530,0,Sun,KCA,AL,51,MIN,AL,52,6,3,54,D
20210910,0,Fri,KCA,AL,141,MIN,AL,141,6,4,66,N
20210911,0,Sat,KCA,AL,142,MIN,AL,142,2,9,51,N
20210912,0,Sun,KCA,AL,143,MIN,AL,143,5,3,54,D
20210622,0,Tue,KCA,AL,71,NYA,AL,72,6,5,54,N
20210623,0,Wed,KCA,AL,72,NYA,AL,73,5,6,52,N
20210624,0,Thu,KCA,AL,73,NYA,AL,74,1,8,51,D
20210610,0,Thu,KCA,AL,61,OAK,AL,64,6,1,54,N
20210611,0,Fri,KCA,AL,62,OAK,AL,65,3,4,52,N
20210612,0,Sat,KCA,AL,63,OAK,AL,66,2,11,51,D
20210613,0,Sun,KCA,AL,64,OAK,AL,67,3,6,51,D
20210427,0,Tue,KCA,AL,22,PIT,NL,23,1,2,51,N
20210428,0,Wed,KCA,AL,23,PIT,NL,24,9,6,54,N
20210826,0,Thu,KCA,AL,127,SEA,AL,128,6,4,54,N
20210827,0,Fri,KCA,AL,128,SEA,AL,129,8,7,72,N
20210828,0,Sat,KCA,AL,129,SEA,AL,130,4,2,54,D
20210829,0,Sun,KCA,AL,130,SEA,AL,131,3,4,51,D
20210806,0,Fri,KCA,AL,108,SLN,NL,109,2,4,51,N
20210807,0,Sat,KCA,AL,109,SLN,NL,110,2,5,51,N
20210808,0,Sun,KCA,AL,110,SLN,NL,111,6,5,54,D
20210525,0,Tue,KCA,AL,46,TBA,AL,50,2,1,54,N
20210526,0,Wed,KCA,AL,47,TBA,AL,51,1,2,58,N
20210527,0,Thu,KCA,AL,48,TBA,AL,52,2,7,51,D
20210625,0,Fri,KCA,AL,74,TEX,AL,76,4,9,51,N
20210626,0,Sat,KCA,AL,75,TEX,AL,77,0,8,51,D
20210627,0,Sun,KCA,AL,76,TEX,AL,78,1,4,51,D
20210730,0,Fri,KCA,AL,102,TOR,AL,100,4,6,51,N
20210731,0,Sat,KCA,AL,103,TOR,AL,101,0,4,51,D
20210801,0,Sun,KCA,AL,104,TOR,AL,102,1,5,51,D
20210507,0,Fri,LAN,NL,33,ANA,AL,31,2,9,51,N
20210508,0,Sat,LAN,NL,34,ANA,AL,32,14,11,54,N
20210509,0,Sun,LAN,NL,35,ANA,AL,33,1,2,51,D
20210618,0,Fri,LAN,NL,69,ARI,NL,71,3,0,54,N
20210619,0,Sat,LAN,NL,70,ARI,NL,72,9,3,54,N
20210620,0,Sun,LAN,NL,71,ARI,NL,73,9,8,54,D
20210730,0,Fri,LAN,NL,105,ARI,NL,104,5,6,58,N
20210731,0,Sat,LAN,NL,106,ARI,NL,105,8,3,54,N
20210801,0,Sun,LAN,NL,107,ARI,NL,106,13,0,54,D
20210924,0,Fri,LAN,NL,154,ARI,NL,154,4,2,54,N
20210925,0,Sat,LAN,NL,155,ARI,NL,155,2,7,51,N
20210926,0,Sun,LAN,NL,156,ARI,NL,156,3,0,54,D
20210604,0,Fri,LAN,NL,57,ATL,NL,55,9,5,54,N
20210605,0,Sat,LAN,NL,58,ATL,NL,56,4,6,51,N
20210606,0,Sun,LAN,NL,59,ATL,NL,57,2,4,51,D
20210504,1,Tue,LAN,NL,30,CHN,NL,29,1,7,39,D
