Game_Date,Game_Number,Day_of_Week,Visiting_Team,Visiting_League,Visiting_Game_Number,Home_Team,Home_League,Home_Game_Number,Visiting_Score,Home_Score,Game_Length,Day_Night
20210929,0,Wed,NYA,AL,158,TOR,AL,158,5,6,51,N
20210930,0,Thu,NYA,AL,159,TOR,AL,159,6,2,54,N
20210531,0,Mon,NYN,NL,47,ARI,NL,55,6,2,54,N
20210601,0,Tue,NYN,NL,48,ARI,NL,56,5,6,58,N
20210602,0,Wed,NYN,NL,49,ARI,NL,57,7,6,54,D
20210517,0,Mon,NYN,NL,36,ATL,NL,41,3,1,54,N
20210518,0,Tue,NYN,NL,37,ATL,NL,42,4,3,54,N
20210519,0,Wed,NYN,NL,38,ATL,NL,43,4,5,51,N
20210629,0,Tue,NYN,NL,76,ATL,NL,78,4,3,54,N
20210630,0,Wed,NYN,NL,77,ATL,NL,79,2,20,51,N
20210701,0,Thu,NYN,NL,78,ATL,NL,80,3,4,53,N
20211001,0,Fri,NYN,NL,160,ATL,NL,159,4,3,54,N
20211002,0,Sat,NYN,NL,161,ATL,NL,160,5,6,51,N
20211003,0,Sun,NYN,NL,162,ATL,NL,161,0,5,51,D
20210608,0,Tue,NYN,NL,54,BAL,AL,60,3,10,51,N
20210609,0,Wed,NYN,NL,55,BAL,AL,61,14,1,54,N
20210921,0,Tue,NYN,NL,151,BOS,AL,152,3,6,51,N
20210922,0,Wed,NYN,NL,152,BOS,AL,153,5,12,51,N
20210420,0,Tue,NYN,NL,13,CHN,NL,16,1,3,51,N
20210421,0,Wed,NYN,NL,14,CHN,NL,17,4,16,51,N
20210422,0,Thu,NYN,NL,15,CHN,NL,18,3,4,58,N
20210719,0,Mon,NYN,NL,92,CIN,NL,94,15,11,66,N
20210720,0,Tue,NYN,NL,93,CIN,NL,95,3,4,51,N
20210721,0,Wed,NYN,NL,94,CIN,NL,96,7,0,54,D
20210417,1,Sat,NYN,NL,10,COL,NL,14,4,3,42,D
20210417,2,Sat,NYN,NL,11,COL,NL,15,2,7,39,N
20210418,0,Sun,NYN,NL,12,COL,NL,16,2,1,54,D
20210819,0,Thu,NYN,NL,122,LAN,NL,122,1,4,51,N
20210820,0,Fri,NYN,NL,123,LAN,NL,123,2,3,51,N
20210821,0,Sat,NYN,NL,124,LAN,NL,124,3,4,51,D
20210822,0,Sun,NYN,NL,125,LAN,NL,125,7,2,54,D
20210521,0,Fri,NYN,NL,39,MIA,NL,45,6,5,72,N
20210522,0,Sat,NYN,NL,40,MIA,NL,46,1,3,53,D
20210523,0,Sun,NYN,NL,41,MIA,NL,47,1,5,51,D
20210802,0,Mon,NYN,NL,106,MIA,NL,107,3,6,51,N
20210803,0,Tue,NYN,NL,107,MIA,NL,108,4,5,51,N
20210804,0,Wed,NYN,NL,108,MIA,NL,109,5,3,54,N
20210805,0,Thu,NYN,NL,109,MIA,NL,110,2,4,51,D
20210907,0,Tue,NYN,NL,139,MIA,NL,138,9,4,54,N
20210908,0,Wed,NYN,NL,140,MIA,NL,139,1,2,59,N
20210909,0,Thu,NYN,NL,141,MIA,NL,140,2,3,51,N
20210924,0,Fri,NYN,NL,153,MIL,NL,154,1,5,51,N
20210925,0,Sat,NYN,NL,154,MIL,NL,155,1,2,51,N
20210926,0,Sun,NYN,NL,155,MIL,NL,156,4,8,51,D
20210703,0,Sat,NYN,NL,79,NYA,AL,81,8,3,54,D
20210704,1,Sun,NYN,NL,80,NYA,AL,82,10,5,42,D
20210704,2,Sun,NYN,NL,81,NYA,AL,83,2,4,39,N
20210405,0,Mon,NYN,NL,1,PHI,NL,4,3,5,51,N
20210406,0,Tue,NYN,NL,2,PHI,NL,5,8,4,54,N
20210407,0,Wed,NYN,NL,3,PHI,NL,6,2,8,51,D
20210430,0,Fri,NYN,NL,21,PHI,NL,26,1,2,51,N
20210501,0,Sat,NYN,NL,22,PHI,NL,27,5,4,54,N
20210502,0,Sun,NYN,NL,23,PHI,NL,28,8,7,54,N
20210806,0,Fri,NYN,NL,110,PHI,NL,110,2,4,51,N
20210807,0,Sat,NYN,NL,111,PHI,NL,111,3,5,51,D
20210808,0,Sun,NYN,NL,112,PHI,NL,112,0,3,51,D
20210716,0,Fri,NYN,NL,89,PIT,NL,91,1,4,51,N
20210717,0,Sat,NYN,NL,90,PIT,NL,92,7,9,53,N
20210718,0,Sun,NYN,NL,91,PIT,NL,93,7,6,54,D
20210603,0,Thu,NYN,NL,50,SDN,NL,58,3,4,51,N
20210604,0,Fri,NYN,NL,51,SDN,NL,59,0,2,51,N
20210605,0,Sat,NYN,NL,52,SDN,NL,60,4,0,54,N
20210606,0,Sun,NYN,NL,53,SDN,NL,61,6,2,54,D
20210816,0,Mon,NYN,NL,119,SFN,NL,119,5,7,51,N
20210817,0,Tue,NYN,NL,120,SFN,NL,120,2,3,51,N
20210818,0,Wed,NYN,NL,121,SFN,NL,121,6,2,72,D
20210503,0,Mon,NYN,NL,24,SLN,NL,29,5,6,51,N
20210505,1,Wed,NYN,NL,25,SLN,NL,30,1,4,39,D
20210505,2,Wed,NYN,NL,26,SLN,NL,31,7,2,42,N
20210506,0,Thu,NYN,NL,27,SLN,NL,32,4,1,54,D
20210514,0,Fri,NYN,NL,33,TBA,AL,40,2,3,53,N
20210515,0,Sat,NYN,NL,34,TBA,AL,41,5,12,51,D
20210516,0,Sun,NYN,NL,35,TBA,AL,42,1,7,51,D
20210618,0,Fri,NYN,NL,63,WAS,NL,66,0,1,51,N
20210619,1,Sat,NYN,NL,64,WAS,NL,67,5,1,42,D
20210619,2,Sat,NYN,NL,65,WAS,NL,68,2,6,39,N
20210620,0,Sun,NYN,NL,66,WAS,NL,69,2,5,51,D
20210628,0,Mon,NYN,NL,75,WAS,NL,76,4,8,51,N
20210903,0,Fri,NYN,NL,134,WAS,NL,133,6,2,60,N
20210904,1,Sat,NYN,NL,135,WAS,NL,134,11,9,54,D
20210904,2,Sat,NYN,NL,136,WAS,NL,135,3,4,39,N
20210905,0,Sun,NYN,NL,137,WAS,NL,136,13,6,54,D
20210906,0,Mon,NYN,NL,138,WAS,NL,137,3,4,52,D
20210521,0,Fri,OAK,AL,46,ANA,AL,45,8,4,54,N
20210522,0,Sat,OAK,AL,47,ANA,AL,46,6,2,54,N
20210523,0,Sun,OAK,AL,48,ANA,AL,47,5,6,51,D
20210729,0,Thu,OAK,AL,104,ANA,AL,102,4,0,54,N
20210730,0,Fri,OAK,AL,105,ANA,AL,103,2,0,54,N
20210731,0,Sat,OAK,AL,106,ANA,AL,104,0,1,51,D
20210801,0,Sun,OAK,AL,107,ANA,AL,105,8,3,54,D
20210917,0,Fri,OAK,AL,147,ANA,AL,147,5,4,54,N
20210918,0,Sat,OAK,AL,148,ANA,AL,148,3,1,54,N
20210919,0,Sun,OAK,AL,149,ANA,AL,149,3,2,60,D
20210412,0,Mon,OAK,AL,11,ARI,NL,11,9,5,54,N
20210413,0,Tue,OAK,AL,12,ARI,NL,12,7,5,54,D
20210423,0,Fri,OAK,AL,20,BAL,AL,19,3,1,54,N
20210424,0,Sat,OAK,AL,21,BAL,AL,20,7,2,54,N
20210425,0,Sun,OAK,AL,22,BAL,AL,21,1,8,51,D
20210511,0,Tue,OAK,AL,37,BOS,AL,37,3,2,54,N
20210512,0,Wed,OAK,AL,38,BOS,AL,38,4,1,54,N
20210513,0,Thu,OAK,AL,39,BOS,AL,39,1,8,51,N
20210816,0,Mon,OAK,AL,119,CHA,AL,119,2,5,51,N
20210817,0,Tue,OAK,AL,120,CHA,AL,120,0,9,51,N
20210818,0,Wed,OAK,AL,121,CHA,AL,121,2,3,51,N
20210819,0,Thu,OAK,AL,122,CHA,AL,122,5,4,54,D
20210810,0,Tue,OAK,AL,113,CLE,AL,111,4,3,60,N
20210811,0,Wed,OAK,AL,114,CLE,AL,112,6,3,54,N
20210812,0,Thu,OAK,AL,115,CLE,AL,113,17,0,54,D
20210604,0,Fri,OAK,AL,59,COL,NL,58,9,5,54,N
20210605,0,Sat,OAK,AL,60,COL,NL,59,6,3,54,N
20210606,0,Sun,OAK,AL,61,COL,NL,60,1,3,51,D
20210831,0,Tue,OAK,AL,132,DET,AL,133,9,3,54,N
20210901,0,Wed,OAK,AL,133,DET,AL,134,6,8,51,N
20210902,0,Thu,OAK,AL,134,DET,AL,135,8,6,54,D
20210408,0,Thu,OAK,AL,8,HOU,AL,7,2,6,51,N
20210409,0,Fri,OAK,AL,9,HOU,AL,8,6,2,54,N
20210410,0,Sat,OAK,AL,10,HOU,AL,9,7,3,54,D
20210706,0,Tue,OAK,AL,87,HOU,AL,86,6,9,51,N
20210707,0,Wed,OAK,AL,88,HOU,AL,87,3,4,51,N
20210708,0,Thu,OAK,AL,89,HOU,AL,88,2,1,54,D
20211001,0,Fri,OAK,AL,160,HOU,AL,160,8,6,54,N
20211002,0,Sat,OAK,AL,161,HOU,AL,161,4,10,51,N
20211003,0,Sun,OAK,AL,162,HOU,AL,162,6,7,52,D
20210914,0,Tue,OAK,AL,144,KCA,AL,144,7,10,51,N
20210915,0,Wed,OAK,AL,145,KCA,AL,145,12,10,54,N
20210916,0,Thu,OAK,AL,146,KCA,AL,146,7,2,54,D
20210514,0,Fri,OAK,AL,40,MIN,AL,36,6,1,54,N
20210515,0,Sat,OAK,AL,41,MIN,AL,37,4,5,51,D
20210516,0,Sun,OAK,AL,42,MIN,AL,38,7,6,54,D
20210618,0,Fri,OAK,AL,71,NYA,AL,69,5,3,54,N
20210619,0,Sat,OAK,AL,72,NYA,AL,70,5,7,51,D
20210620,0,Sun,OAK,AL,73,NYA,AL,71,1,2,51,D
20210727,0,Tue,OAK,AL,102,SDN,NL,104,4,7,51,N
20210728,0,Wed,OAK,AL,103,SDN,NL,105,10,4,54,D
20210531,0,Mon,OAK,AL,56,SEA,AL,55,5,6,59,D
20210601,0,Tue,OAK,AL,57,SEA,AL,56,12,6,54,N
20210602,0,Wed,OAK,AL,58,SEA,AL,57,6,0,54,N
20210722,0,Thu,OAK,AL,98,SEA,AL,97,4,1,54,N
20210723,0,Fri,OAK,AL,99,SEA,AL,98,3,4,51,N
20210724,0,Sat,OAK,AL,100,SEA,AL,99,4,5,53,N
20210725,0,Sun,OAK,AL,101,SEA,AL,100,3,4,51,D
20210927,0,Mon,OAK,AL,157,SEA,AL,157,4,13,51,N
20210928,0,Tue,OAK,AL,158,SEA,AL,158,2,4,51,N
20210929,0,Wed,OAK,AL,159,SEA,AL,159,2,4,51,N
20210625,0,Fri,OAK,AL,78,SFN,NL,75,0,2,51,N
20210626,0,Sat,OAK,AL,79,SFN,NL,76,5,6,58,N
20210627,0,Sun,OAK,AL,80,SFN,NL,77,6,2,54,D
20210426,0,Mon,OAK,AL,23,TBA,AL,23,2,1,54,N
20210427,0,Tue,OAK,AL,24,TBA,AL,24,3,4,51,N
20210428,0,Wed,OAK,AL,25,TBA,AL,25,0,2,51,N
20210429,0,Thu,OAK,AL,26,TBA,AL,26,3,2,54,D
20210621,0,Mon,OAK,AL,74,TEX,AL,72,3,8,51,N
20210622,0,Tue,OAK,AL,75,TEX,AL,73,13,6,54,N
20210623,0,Wed,OAK,AL,76,TEX,AL,74,3,5,51,N
20210624,0,Thu,OAK,AL,77,TEX,AL,75,5,1,54,D
20210709,0,Fri,OAK,AL,90,TEX,AL,88,2,3,51,N
20210710,0,Sat,OAK,AL,91,TEX,AL,89,8,4,66,D
20210711,0,Sun,OAK,AL,92,TEX,AL,90,4,1,54,D
20210813,0,Fri,OAK,AL,116,TEX,AL,116,6,8,51,N
20210814,0,Sat,OAK,AL,117,TEX,AL,117,8,3,54,N
20210815,0,Sun,OAK,AL,118,TEX,AL,118,4,7,51,D
20210903,0,Fri,OAK,AL,135,TOR,AL,133,10,11,51,N
20210904,0,Sat,OAK,AL,136,TOR,AL,134,8,10,51,D
20210905,0,Sun,OAK,AL,137,TOR,AL,135,0,8,51,D
20210817,0,Tue,PHI,NL,119,ARI,NL,120,2,3,51,N
20210818,0,Wed,PHI,NL,120,ARI,NL,121,2,4,51,N
20210819,0,Thu,PHI,NL,121,ARI,NL,122,2,6,51,D
20210409,0,Fri,PHI,NL,7,ATL,NL,7,1,8,51,N
20210410,0,Sat,PHI,NL,8,ATL,NL,8,4,5,51,N
20210411,0,Sun,PHI,NL,9,ATL,NL,9,7,6,54,N
20210507,0,Fri,PHI,NL,33,ATL,NL,32,12,2,54,N
20210508,0,Sat,PHI,NL,34,ATL,NL,33,7,8,69,N
20210509,0,Sun,PHI,NL,35,ATL,NL,34,1,6,51,N
20210928,0,Tue,PHI,NL,157,ATL,NL,156,1,2,51,N
20210929,0,Wed,PHI,NL,158,ATL,NL,157,2,7,51,N
20210930,0,Thu,PHI,NL,159,ATL,NL,158,3,5,51,N
20210709,0,Fri,PHI,NL,86,BOS,AL,89,5,11,51,N
20210710,0,Sat,PHI,NL,87,BOS,AL,90,11,2,54,D
20210711,0,Sun,PHI,NL,88,BOS,AL,91,5,4,54,D
20210705,0,Mon,PHI,NL,82,CHN,NL,85,13,3,54,N
20210706,0,Tue,PHI,NL,83,CHN,NL,86,15,10,54,N
20210707,0,Wed,PHI,NL,84,CHN,NL,87,3,8,51,N
20210708,0,Thu,PHI,NL,85,CHN,NL,88,8,0,54,N
20210531,0,Mon,PHI,NL,54,CIN,NL,52,1,11,51,D
20210601,0,Tue,PHI,NL,55,CIN,NL,53,17,3,54,N
20210628,0,Mon,PHI,NL,76,CIN,NL,77,4,12,51,N
20210423,0,Fri,PHI,NL,19,COL,NL,19,4,5,52,N
20210424,0,Sat,PHI,NL,20,COL,NL,20,7,5,54,N
20210425,0,Sun,PHI,NL,21,COL,NL,21,2,12,51,D
20210614,0,Mon,PHI,NL,64,LAN,NL,66,1,3,51,N
20210615,0,Tue,PHI,NL,65,LAN,NL,67,3,5,51,N
20210616,0,Wed,PHI,NL,66,LAN,NL,68,2,0,54,N
20210524,0,Mon,PHI,NL,48,MIA,NL,48,6,9,51,N
20210525,0,Tue,PHI,NL,49,MIA,NL,49,2,0,54,N
20210526,0,Wed,PHI,NL,50,MIA,NL,50,2,4,51,N
20210527,0,Thu,PHI,NL,51,MIA,NL,51,3,2,54,D
20210903,0,Fri,PHI,NL,134,MIA,NL,135,3,10,51,N
20210904,0,Sat,PHI,NL,135,MIA,NL,136,2,3,51,N
20210905,0,Sun,PHI,NL,136,MIA,NL,137,4,3,60,D
20211001,0,Fri,PHI,NL,160,MIA,NL,160,5,0,54,N
20211002,0,Sat,PHI,NL,161,MIA,NL,161,1,3,51,N
20211003,0,Sun,PHI,NL,162,MIA,NL,162,4,5,51,D
20210906,0,Mon,PHI,NL,137,MIL,NL,139,12,0,54,D
20210907,0,Tue,PHI,NL,138,MIL,NL,140,0,10,51,N
20210908,0,Wed,PHI,NL,139,MIL,NL,141,3,4,51,N
20210720,0,Tue,PHI,NL,93,NYA,AL,93,4,6,51,N
20210721,0,Wed,PHI,NL,94,NYA,AL,94,5,6,58,N
20210413,1,Tue,PHI,NL,10,NYN,NL,7,3,4,46,D
20210413,2,Tue,PHI,NL,11,NYN,NL,8,0,4,39,N
20210414,0,Wed,PHI,NL,12,NYN,NL,9,1,5,51,N
20210625,1,Fri,PHI,NL,72,NYN,NL,71,1,2,45,D
20210625,2,Fri,PHI,NL,73,NYN,NL,72,2,1,48,N
20210626,0,Sat,PHI,NL,74,NYN,NL,73,3,4,53,D
20210627,0,Sun,PHI,NL,75,NYN,NL,74,4,2,54,D
20210917,0,Fri,PHI,NL,147,NYN,NL,148,4,3,54,N
20210918,0,Sat,PHI,NL,148,NYN,NL,149,5,3,54,N
20210919,0,Sun,PHI,NL,149,NYN,NL,150,2,3,51,N
20210730,0,Fri,PHI,NL,103,PIT,NL,103,0,7,51,N
20210731,0,Sat,PHI,NL,104,PIT,NL,104,2,3,52,N
20210801,0,Sun,PHI,NL,105,PIT,NL,105,15,4,54,D
20210820,0,Fri,PHI,NL,122,SDN,NL,125,4,3,54,N
20210821,0,Sat,PHI,NL,123,SDN,NL,126,3,4,58,N
20210822,0,Sun,PHI,NL,124,SDN,NL,127,7,4,54,D
20210618,0,Fri,PHI,NL,67,SFN,NL,70,3,5,51,N
20210619,0,Sat,PHI,NL,68,SFN,NL,71,13,6,54,D
20210620,0,Sun,PHI,NL,69,SFN,NL,72,2,11,51,D
20210426,0,Mon,PHI,NL,22,SLN,NL,22,2,1,54,N
20210427,0,Tue,PHI,NL,23,SLN,NL,23,2,5,51,N
20210428,0,Wed,PHI,NL,24,SLN,NL,24,5,3,54,N
20210429,0,Thu,PHI,NL,25,SLN,NL,25,3,4,58,D
20210529,0,Sat,PHI,NL,52,TBA,AL,53,3,5,51,D
20210530,0,Sun,PHI,NL,53,TBA,AL,54,2,6,51,D
20210514,0,Fri,PHI,NL,39,TOR,AL,37,5,1,54,N
20210515,0,Sat,PHI,NL,40,TOR,AL,38,0,4,51,N
20210516,0,Sun,PHI,NL,41,TOR,AL,39,8,10,51,D
20210511,0,Tue,PHI,NL,36,WAS,NL,31,6,2,54,N
20210512,0,Wed,PHI,NL,37,WAS,NL,32,5,2,60,N
20210513,0,Thu,PHI,NL,38,WAS,NL,33,1,5,51,D
20210802,0,Mon,PHI,NL,106,WAS,NL,106,7,5,54,N
20210803,0,Tue,PHI,NL,107,WAS,NL,107,5,4,54,N
20210804,0,Wed,PHI,NL,108,WAS,NL,108,9,5,54,N
20210805,0,Thu,PHI,NL,109,WAS,NL,109,7,6,54,D
20210830,0,Mon,PHI,NL,131,WAS,NL,130,7,4,54,N
20210831,0,Tue,PHI,NL,132,WAS,NL,131,12,6,54,N
20210902,0,Thu,PHI,NL,133,WAS,NL,132,7,6,54,D
20210719,0,Mon,PIT,NL,94,ARI,NL,96,2,4,51,N
20210720,0,Tue,PIT,NL,95,ARI,NL,97,6,11,51,N
20210721,0,Wed,PIT,NL,96,ARI,NL,98,4,6,51,D
20210520,0,Thu,PIT,NL,43,ATL,NL,44,6,4,60,N
20210521,0,Fri,PIT,NL,44,ATL,NL,45,1,20,51,N
20210522,0,Sat,PIT,NL,45,ATL,NL,46,1,6,51,D
20210523,0,Sun,PIT,NL,46,ATL,NL,47,1,7,51,D
20210831,0,Tue,PIT,NL,132,CHA,AL,133,2,4,51,N
20210901,0,Wed,PIT,NL,133,CHA,AL,134,3,6,51,N
20210401,0,Thu,PIT,NL,1,CHN,NL,1,5,3,54,D
20210403,0,Sat,PIT,NL,2,CHN,NL,2,1,5,51,D
20210404,0,Sun,PIT,NL,3,CHN,NL,3,3,4,51,D
20210507,0,Fri,PIT,NL,31,CHN,NL,32,2,3,51,D
20210508,0,Sat,PIT,NL,32,CHN,NL,33,2,3,51,D
20210509,0,Sun,PIT,NL,33,CHN,NL,34,6,5,54,D
20210902,0,Thu,PIT,NL,134,CHN,NL,135,5,6,64,N
20210903,0,Fri,PIT,NL,135,CHN,NL,136,5,6,51,D
20210904,0,Sat,PIT,NL,136,CHN,NL,137,6,7,53,D
20210905,0,Sun,PIT,NL,137,CHN,NL,138,8,11,51,D
20210405,0,Mon,PIT,NL,4,CIN,NL,4,3,5,51,N
20210406,0,Tue,PIT,NL,5,CIN,NL,5,1,14,51,N
20210407,0,Wed,PIT,NL,6,CIN,NL,6,4,11,51,D
20210805,0,Thu,PIT,NL,109,CIN,NL,109,4,7,51,N
20210806,0,Fri,PIT,NL,110,CIN,NL,110,0,10,51,N
20210807,0,Sat,PIT,NL,111,CIN,NL,111,3,11,51,N
20210808,0,Sun,PIT,NL,112,CIN,NL,112,2,3,51,D
20210920,0,Mon,PIT,NL,150,CIN,NL,151,5,9,51,N
20210921,0,Tue,PIT,NL,151,CIN,NL,152,6,2,54,N
20210927,0,Mon,PIT,NL,156,CIN,NL,157,1,13,51,D
20210628,0,Mon,PIT,NL,77,COL,NL,79,0,2,51,D
20210629,0,Tue,PIT,NL,78,COL,NL,80,0,8,51,N
20210630,0,Wed,PIT,NL,79,COL,NL,81,2,6,51,D
20210421,1,Wed,PIT,NL,17,DET,AL,17,3,2,42,D
20210421,2,Wed,PIT,NL,18,DET,AL,18,2,5,39,N
20210422,0,Thu,PIT,NL,19,DET,AL,19,4,2,54,D
20210531,0,Mon,PIT,NL,53,KCA,AL,52,3,7,51,N
20210601,0,Tue,PIT,NL,54,KCA,AL,53,5,10,51,N
20210816,0,Mon,PIT,NL,119,LAN,NL,119,1,2,51,N
20210817,0,Tue,PIT,NL,120,LAN,NL,120,3,4,51,N
20210818,0,Wed,PIT,NL,121,LAN,NL,121,0,9,51,N
20210917,0,Fri,PIT,NL,147,MIA,NL,147,2,1,54,N
20210918,0,Sat,PIT,NL,148,MIA,NL,148,6,3,54,N
20210919,0,Sun,PIT,NL,149,MIA,NL,149,5,6,57,D
20210416,0,Fri,PIT,NL,14,MIL,NL,13,6,1,54,N
20210417,0,Sat,PIT,NL,15,MIL,NL,14,1,7,51,N
20210418,0,Sun,PIT,NL,16,MIL,NL,15,6,5,60,D
20210611,0,Fri,PIT,NL,62,MIL,NL,63,4,7,51,N
20210612,0,Sat,PIT,NL,63,MIL,NL,64,4,7,51,D
20210613,0,Sun,PIT,NL,64,MIL,NL,65,2,5,51,D
20210802,0,Mon,PIT,NL,106,MIL,NL,107,2,6,51,N
20210803,0,Tue,PIT,NL,107,MIL,NL,108,8,5,60,N
20210804,0,Wed,PIT,NL,108,MIL,NL,109,2,4,51,D
20210423,0,Fri,PIT,NL,20,MIN,AL,18,0,2,51,N
20210424,0,Sat,PIT,NL,21,MIN,AL,19,6,2,54,D
20210425,0,Sun,PIT,NL,22,MIN,AL,20,6,2,54,D
20210709,0,Fri,PIT,NL,87,NYN,NL,85,4,13,51,N
20210710,1,Sat,PIT,NL,88,NYN,NL,86,6,2,42,D
20210710,2,Sat,PIT,NL,89,NYN,NL,87,2,4,39,N
20210711,0,Sun,PIT,NL,90,NYN,NL,88,6,5,54,D
20210923,0,Thu,PIT,NL,152,PHI,NL,153,6,12,51,N
20210924,0,Fri,PIT,NL,153,PHI,NL,154,6,8,51,N
20210925,0,Sat,PIT,NL,154,PHI,NL,155,0,3,51,D
20210926,0,Sun,PIT,NL,155,PHI,NL,156,6,0,54,D
20210503,0,Mon,PIT,NL,28,SDN,NL,30,0,2,51,N
20210504,0,Tue,PIT,NL,29,SDN,NL,31,2,1,54,N
20210505,0,Wed,PIT,NL,30,SDN,NL,32,2,4,51,N
20210723,0,Fri,PIT,NL,97,SFN,NL,97,6,4,54,N
20210724,0,Sat,PIT,NL,98,SFN,NL,98,10,2,54,N
20210725,0,Sun,PIT,NL,99,SFN,NL,99,1,6,51,D
20210518,0,Tue,PIT,NL,41,SLN,NL,42,2,5,51,N
20210519,0,Wed,PIT,NL,42,SLN,NL,43,5,8,51,N
20210624,0,Thu,PIT,NL,73,SLN,NL,75,8,2,54,N
20210625,0,Fri,PIT,NL,74,SLN,NL,76,5,4,54,N
20210626,0,Sat,PIT,NL,75,SLN,NL,77,1,3,51,D
20210627,0,Sun,PIT,NL,76,SLN,NL,78,7,2,54,D
20210820,0,Fri,PIT,NL,122,SLN,NL,121,4,0,54,N
20210821,0,Sat,PIT,NL,123,SLN,NL,122,5,4,54,N
20210822,0,Sun,PIT,NL,124,SLN,NL,123,0,3,51,D
20210614,0,Mon,PIT,NL,65,WAS,NL,63,2,3,51,N
20210615,0,Tue,PIT,NL,66,WAS,NL,64,1,8,51,N
20210616,0,Wed,PIT,NL,67,WAS,NL,65,1,3,51,D
20210827,0,Fri,SDN,NL,131,ANA,AL,130,5,0,54,N
20210828,0,Sat,SDN,NL,132,ANA,AL,131,2,10,51,N
20210427,0,Tue,SDN,NL,25,ARI,NL,23,1,5,51,N
20210428,0,Wed,SDN,NL,26,ARI,NL,24,12,3,54,N
20210812,0,Thu,SDN,NL,118,ARI,NL,116,3,12,51,N
20210813,0,Fri,SDN,NL,119,ARI,NL,117,2,3,51,N
20210814,0,Sat,SDN,NL,120,ARI,NL,118,0,7,51,N
20210815,0,Sun,SDN,NL,121,ARI,NL,119,8,2,54,D
20210830,0,Mon,SDN,NL,133,ARI,NL,133,7,5,54,N
20210831,0,Tue,SDN,NL,134,ARI,NL,134,3,0,54,N
20210901,0,Wed,SDN,NL,135,ARI,NL,135,3,8,51,D
20210720,0,Tue,SDN,NL,97,ATL,NL,93,1,2,51,N
20210721,1,Wed,SDN,NL,98,ATL,NL,94,3,2,42,D
20210721,2,Wed,SDN,NL,99,ATL,NL,95,6,5,42,N
20210531,0,Mon,SDN,NL,55,CHN,NL,53,2,7,51,D
20210601,0,Tue,SDN,NL,56,CHN,NL,54,3,4,51,N
20210602,0,Wed,SDN,NL,57,CHN,NL,55,1,6,51,D
20210629,0,Tue,SDN,NL,81,CIN,NL,78,5,4,54,N
20210630,0,Wed,SDN,NL,82,CIN,NL,79,7,5,31,N
20210701,0,Thu,SDN,NL,83,CIN,NL,80,4,5,53,N
20210511,0,Tue,SDN,NL,36,COL,NL,35,8,1,54,N
20210512,1,Wed,SDN,NL,37,COL,NL,36,5,3,42,D
20210512,2,Wed,SDN,NL,38,COL,NL,37,2,3,47,N
20210614,0,Mon,SDN,NL,68,COL,NL,67,2,3,51,N
20210615,0,Tue,SDN,NL,69,COL,NL,68,4,8,51,N
20210616,0,Wed,SDN,NL,70,COL,NL,69,7,8,51,D
20210816,0,Mon,SDN,NL,122,COL,NL,119,5,6,52,N
20210817,0,Tue,SDN,NL,123,COL,NL,120,3,7,51,N
20210818,0,Wed,SDN,NL,124,COL,NL,121,5,7,51,D
20210528,0,Fri,SDN,NL,52,HOU,AL,50,10,3,66,N
20210529,0,Sat,SDN,NL,53,HOU,AL,51,11,8,72,D
20210530,0,Sun,SDN,NL,54,HOU,AL,52,4,7,51,D
20210422,0,Thu,SDN,NL,21,LAN,NL,19,3,2,54,N
20210423,0,Fri,SDN,NL,22,LAN,NL,20,6,1,54,N
20210424,0,Sat,SDN,NL,23,LAN,NL,21,4,5,51,N
20210425,0,Sun,SDN,NL,24,LAN,NL,22,8,7,66,D
20210910,0,Fri,SDN,NL,141,LAN,NL,142,0,3,51,N
20210911,0,Sat,SDN,NL,142,LAN,NL,143,4,5,51,N
20210912,0,Sun,SDN,NL,143,LAN,NL,144,0,8,51,D
20210928,0,Tue,SDN,NL,157,LAN,NL,157,1,2,51,N
20210929,0,Wed,SDN,NL,158,LAN,NL,158,9,11,51,N
20210930,0,Thu,SDN,NL,159,LAN,NL,159,3,8,51,N
20210722,0,Thu,SDN,NL,100,MIA,NL,98,3,2,54,N
20210723,0,Fri,SDN,NL,101,MIA,NL,99,5,2,54,N
20210724,0,Sat,SDN,NL,102,MIA,NL,100,2,3,51,N
20210725,0,Sun,SDN,NL,103,MIA,NL,101,3,9,51,D
20210524,0,Mon,SDN,NL,48,MIL,NL,47,3,5,51,N
20210525,0,Tue,SDN,NL,49,MIL,NL,48,7,1,54,N
20210526,0,Wed,SDN,NL,50,MIL,NL,49,2,1,60,N
20210527,0,Thu,SDN,NL,51,MIL,NL,50,5,6,59,D
20210611,0,Fri,SDN,NL,65,NYN,NL,56,2,3,51,N
20210612,0,Sat,SDN,NL,66,NYN,NL,57,1,4,51,D
20210613,0,Sun,SDN,NL,67,NYN,NL,58,7,3,54,D
20210803,0,Tue,SDN,NL,110,OAK,AL,108,8,1,54,N
20210804,0,Wed,SDN,NL,111,OAK,AL,109,4,5,57,D
20210702,0,Fri,SDN,NL,84,PHI,NL,79,3,4,58,N
20210703,0,Sat,SDN,NL,85,PHI,NL,80,2,4,51,D
20210704,0,Sun,SDN,NL,86,PHI,NL,81,11,1,54,D
20210412,0,Mon,SDN,NL,11,PIT,NL,10,6,2,54,N
20210413,0,Tue,SDN,NL,12,PIT,NL,11,4,8,51,N
20210414,0,Wed,SDN,NL,13,PIT,NL,12,1,5,51,N
